Gender,Customer_Type,Type_of_Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Departure_Delay,satisfaction,Arrival_Delay
1,1,1,0,1183,4,5,4,3,2,5,4,5,5,4,2,3,5,5,5,0,0,1,0
1,0,0,0,2677,3,3,3,2,3,1,1,1,3,4,3,1,4,1,0,17,0,0,0
1,1,1,0,214,2,2,2,3,5,3,4,4,4,2,3,1,4,4,81,72,1,0,1
0,1,1,0,861,1,4,1,4,3,1,3,3,5,3,5,4,4,3,0,44,0,0,0
0,1,1,0,282,1,2,1,3,1,1,2,1,1,4,4,4,4,1,0,0,0,0,0
1,1,0,2,423,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0
1,1,0,2,3259,2,5,2,2,4,5,4,4,4,4,5,4,4,4,0,0,0,1,0
0,1,0,0,566,5,2,2,2,5,5,5,5,2,4,5,3,1,5,0,0,0,1,0
0,1,1,0,1013,1,2,1,2,4,1,4,4,4,4,2,1,3,4,0,11,0,0,0
1,1,0,1,762,2,5,5,5,1,3,3,2,2,2,2,4,2,4,0,23,0,0,0
1,0,0,1,304,1,3,0,4,2,0,2,2,4,5,4,1,3,2,44,58,0,0,1
1,1,0,2,2961,3,3,3,3,4,4,4,5,3,4,5,4,4,4,416,407,1,1,1
1,1,0,2,2935,2,2,2,2,5,5,5,4,4,4,4,5,4,3,18,2,0,1,0
0,1,1,0,1005,2,3,2,3,3,2,3,3,1,4,3,1,3,3,24,35,0,0,0
1,1,0,2,3207,1,1,1,1,2,3,3,4,4,4,4,2,4,4,3,0,0,1,0
1,1,0,2,2845,3,1,1,1,5,4,4,3,3,3,3,1,3,4,0,0,0,0,0
0,1,0,2,140,4,5,5,5,2,3,3,3,3,3,4,2,3,2,0,0,0,0,0
1,1,0,0,251,4,2,2,2,4,4,4,4,1,3,3,3,3,4,0,7,0,1,0
1,1,1,0,604,5,4,5,2,5,5,5,5,3,3,5,3,5,5,0,0,0,1,0
1,0,0,2,952,4,2,4,1,4,4,4,4,4,5,4,3,5,4,0,0,0,1,0
0,0,0,0,1470,5,0,0,4,4,5,2,4,5,3,4,4,4,4,0,2,0,1,0
0,0,0,2,846,4,4,4,2,2,4,2,2,5,3,5,3,5,2,0,0,0,1,0
0,1,1,0,1124,1,5,1,2,3,1,3,3,5,3,3,3,5,3,0,0,0,0,0
0,1,0,0,596,4,4,4,4,4,5,4,4,3,5,3,2,4,4,0,0,0,1,0
0,0,0,0,395,0,0,0,1,2,0,2,2,4,2,5,4,5,2,0,0,0,1,0
1,1,0,2,1399,4,4,4,4,4,5,4,3,3,3,3,4,3,3,2,3,0,1,0
1,1,0,2,1846,5,5,2,5,4,4,4,4,5,5,5,4,5,4,14,0,0,1,0
0,1,0,2,1464,2,2,2,2,5,5,5,4,4,4,4,5,4,5,0,0,0,1,0
1,0,0,2,1121,2,2,2,4,2,2,2,2,3,4,5,5,5,2,0,0,0,0,0
1,1,1,1,86,2,3,2,1,4,2,3,1,1,2,1,3,1,4,0,0,0,0,0
1,1,1,2,468,0,2,0,4,5,3,3,4,4,0,4,1,4,2,0,0,0,1,0
0,1,0,2,1961,1,1,1,1,4,5,4,4,4,4,4,3,4,3,102,97,1,1,1
1,1,1,0,1129,4,4,4,1,4,4,4,3,3,4,2,5,3,4,0,0,0,0,0
0,1,0,2,2342,1,3,1,1,4,4,4,3,1,4,2,4,1,4,46,48,1,1,1
0,1,1,0,781,3,5,3,3,5,3,5,5,5,3,5,5,5,5,1,0,0,0,0
0,1,1,0,602,2,1,2,4,5,2,5,5,4,4,4,1,4,5,0,0,0,0,0
0,1,0,2,1452,2,5,5,5,2,2,2,2,2,4,4,2,4,2,0,15,0,0,0
0,1,0,2,431,4,2,2,2,1,3,4,4,4,4,4,2,4,1,6,11,0,0,0
1,0,0,0,773,2,2,2,3,4,2,4,4,1,3,3,3,4,4,4,13,0,0,0
1,0,0,0,507,2,4,2,4,4,2,4,4,2,1,3,3,3,4,0,0,0,0,0
1,1,0,2,2283,1,5,5,5,1,2,3,1,1,2,1,1,1,4,13,5,0,0,0
1,1,0,2,2436,1,1,3,1,1,1,1,1,4,4,3,1,4,1,0,0,0,0,0
1,1,0,2,2223,4,4,5,4,3,5,5,4,4,4,4,3,4,5,10,5,0,1,0
1,1,0,0,533,2,1,3,3,5,4,3,2,2,2,2,2,2,2,58,54,1,0,1
1,1,1,0,399,2,3,2,3,1,2,1,1,5,3,5,1,4,1,0,0,0,0,0
0,1,0,2,951,3,3,3,3,5,5,4,4,4,4,4,4,4,5,0,0,0,1,0
1,1,0,2,192,2,2,2,2,5,5,4,5,5,5,5,5,5,4,0,0,0,1,0
0,1,0,2,1849,4,4,5,4,1,3,4,4,4,4,4,3,4,4,2,0,0,0,0
0,1,0,2,721,2,5,5,5,4,3,4,2,2,2,2,2,2,3,39,29,0,0,0
0,1,1,2,1092,2,2,2,4,2,2,2,2,4,5,4,4,3,2,0,0,0,0,0
0,1,0,2,239,3,3,3,3,3,4,2,4,4,4,4,3,4,4,0,0,0,1,0
0,0,0,2,985,1,1,1,4,5,1,5,5,3,3,5,4,4,5,2,15,0,0,0
1,1,0,0,107,3,3,3,3,3,4,3,3,4,4,4,2,4,3,58,43,1,0,0
0,1,1,0,2521,3,2,3,4,4,3,4,4,1,5,4,3,4,4,0,18,0,0,0
1,1,0,0,805,5,5,5,5,5,5,5,5,4,5,2,5,5,5,0,0,0,1,0
0,1,0,2,922,1,4,4,4,5,2,2,1,1,1,1,2,1,4,0,0,0,0,0
1,0,0,2,1218,3,2,3,2,4,3,4,4,3,1,3,2,2,4,57,35,1,0,0
0,1,0,2,2945,2,2,2,2,1,4,4,2,2,3,2,3,2,2,0,8,0,0,0
0,1,1,0,328,3,2,3,3,5,3,1,5,4,3,4,1,4,5,0,0,0,0,0
0,1,0,2,541,4,4,4,4,5,4,5,3,3,4,3,5,3,5,0,0,0,1,0
0,1,0,0,488,3,4,4,4,3,3,3,3,1,2,4,3,4,3,3,12,0,0,0
0,1,1,0,628,4,5,4,5,5,4,5,5,5,3,4,3,4,5,0,0,0,1,0
0,1,0,2,948,1,1,1,1,4,4,4,4,5,3,5,3,5,4,0,0,0,1,0
1,1,0,2,606,1,1,1,1,4,4,5,5,5,5,5,5,5,5,0,0,0,1,0
0,0,0,2,901,3,3,3,2,4,3,1,4,5,5,5,4,4,4,0,0,0,0,0
1,1,0,2,2437,2,3,3,3,1,4,3,2,2,2,2,3,2,4,0,0,0,0,0
0,1,0,2,2611,3,3,2,3,4,4,4,4,5,3,4,3,4,4,11,0,0,1,0
1,0,0,1,184,3,3,3,3,5,3,5,5,1,4,5,4,1,5,0,0,0,0,0
1,1,0,1,1464,0,0,0,3,2,0,2,2,5,5,4,4,5,2,3,14,0,1,0
0,1,0,0,354,4,4,2,4,4,4,3,4,3,1,1,1,2,4,0,0,0,1,0
0,1,0,2,185,2,3,3,3,4,3,4,3,3,3,2,2,3,2,105,101,1,0,1
0,1,1,0,829,3,5,3,4,3,3,3,3,4,4,4,4,4,3,5,11,0,0,0
0,1,0,0,2446,2,2,2,2,2,2,2,2,4,4,5,3,4,2,20,0,0,1,0
0,1,0,0,395,2,1,1,1,2,2,2,2,3,5,2,3,3,2,5,7,0,0,0
1,1,0,2,2861,3,3,3,3,1,4,5,4,4,4,4,1,4,5,0,0,0,1,0
0,1,0,2,3247,1,5,1,1,1,1,5,4,4,4,4,2,4,5,50,37,1,1,0
0,0,0,0,1005,5,4,4,1,4,4,5,4,3,3,4,5,5,4,0,0,0,1,0
0,1,1,0,383,0,5,0,1,1,0,1,1,4,4,5,5,5,1,0,0,0,1,0
0,1,1,0,420,3,3,5,3,1,5,1,1,2,5,3,3,3,1,5,29,0,0,0
0,1,0,2,1448,3,3,3,3,2,4,4,3,3,2,3,3,3,2,0,0,0,0,0
1,1,0,0,106,5,4,4,4,5,1,3,5,5,5,5,2,5,1,0,0,0,1,0
1,1,1,0,357,4,4,4,4,1,4,1,1,5,2,4,5,4,1,0,0,0,0,0
1,1,0,2,3968,3,3,3,3,2,4,1,5,5,5,5,5,5,5,0,0,0,1,0
1,1,1,0,541,4,3,4,3,4,4,3,5,5,4,5,4,5,2,4,0,0,0,0
0,0,0,2,1121,4,4,4,4,5,4,5,5,3,5,3,2,3,5,10,16,0,0,0
0,1,0,0,2409,5,1,1,1,5,5,5,5,3,5,5,2,2,5,0,0,0,1,0
1,1,0,0,308,5,5,5,5,1,5,5,5,5,5,5,3,5,5,0,0,0,1,0
1,1,0,2,1891,3,3,3,3,2,3,4,4,4,4,4,4,4,5,0,0,0,1,0
0,1,0,2,763,4,4,4,4,2,2,2,2,5,5,4,5,5,2,15,8,0,1,0
0,1,0,2,2802,2,2,2,2,2,5,4,4,4,4,4,3,4,4,31,23,0,1,0
0,1,0,2,2106,3,5,5,5,3,3,3,3,3,3,3,1,3,2,24,0,0,0,0
1,1,1,2,931,2,4,2,4,3,5,5,5,5,2,5,3,5,4,93,101,1,0,1
0,1,0,2,3799,2,2,5,2,2,4,5,5,5,5,5,3,5,3,81,96,1,1,1
1,1,1,0,672,3,4,3,3,5,3,5,5,3,3,5,3,5,5,0,0,0,0,0
1,1,0,1,110,2,3,5,3,4,3,3,3,3,2,3,2,3,4,0,0,0,0,0
1,0,0,2,1020,0,0,0,3,4,0,4,4,4,3,5,5,4,4,11,0,0,1,0
0,1,0,2,358,1,1,3,1,5,5,5,5,5,4,4,3,4,5,0,0,0,1,0
1,1,0,2,203,4,3,3,3,5,4,3,2,2,2,4,1,2,4,0,11,0,0,0
0,1,0,1,818,2,3,3,3,2,2,2,2,1,1,3,3,3,2,21,37,0,0,0
0,1,1,0,1096,3,3,3,1,3,3,3,3,5,2,2,1,3,3,68,43,1,0,0
1,1,0,2,2832,3,3,3,3,3,4,5,3,3,4,3,5,3,3,113,105,1,1,1
0,1,1,0,296,3,5,3,2,5,3,5,5,3,4,5,3,5,5,17,13,0,0,0
0,0,0,0,374,2,1,2,1,4,2,4,4,3,3,1,3,1,4,25,29,0,0,0
1,1,0,2,2446,2,2,2,2,2,5,5,4,4,4,4,4,4,3,0,0,0,1,0
1,1,1,0,993,1,4,1,1,2,4,4,3,3,1,3,3,3,4,0,0,0,0,0
0,1,0,2,1590,3,3,3,3,5,5,4,4,4,4,4,3,4,4,2,0,0,1,0
1,1,0,1,878,0,5,0,4,4,0,4,4,1,2,3,1,2,4,20,20,0,1,0
1,1,0,2,166,5,5,5,5,2,4,1,5,5,5,4,5,5,2,0,0,0,1,0
0,1,1,0,304,4,4,4,4,5,4,5,5,4,4,3,2,2,5,0,0,0,0,0
0,1,0,2,2556,3,3,3,3,5,5,5,3,3,4,4,5,3,5,0,11,0,1,0
1,1,1,0,948,3,3,3,3,1,4,4,3,3,3,3,1,3,3,0,0,0,0,0
0,1,1,0,1389,1,4,1,4,1,1,1,1,3,2,4,4,5,1,0,0,0,0,0
0,1,1,0,2475,3,5,3,2,3,3,3,3,3,2,5,5,4,3,0,0,0,0,0
0,0,0,0,783,1,1,1,3,4,1,1,4,1,5,3,2,2,4,0,0,0,0,0
1,1,0,2,764,2,2,2,2,2,4,4,5,5,5,5,5,5,3,0,0,0,1,0
1,0,0,0,406,3,3,3,3,4,3,4,4,2,5,3,1,4,4,40,29,0,0,0
1,1,0,2,1298,2,2,2,2,4,4,5,5,5,5,5,5,5,4,0,0,0,1,0
0,1,0,2,2214,4,1,1,1,2,3,3,4,4,3,4,1,4,1,28,19,0,0,0
0,1,0,1,645,3,5,5,5,3,3,2,3,2,5,4,4,3,3,86,82,1,0,1
0,1,0,1,944,5,2,5,2,5,5,5,5,1,1,5,5,5,5,0,0,0,1,0
0,1,0,2,308,5,5,4,5,3,5,5,4,4,4,4,4,4,4,4,8,0,1,0
1,1,1,0,651,2,2,2,3,1,2,1,1,1,5,4,2,3,1,124,114,1,0,1
1,0,0,0,337,2,1,2,4,2,2,2,4,2,4,3,2,2,2,137,138,1,0,1
1,1,1,0,119,2,2,0,3,0,3,3,2,2,3,3,3,1,3,187,191,1,0,1
0,1,1,0,919,3,5,3,3,2,3,2,2,5,1,1,4,3,2,0,0,0,0,0
1,0,0,0,259,2,5,3,4,2,3,2,2,1,1,5,4,3,2,0,0,0,0,0
0,0,0,0,117,3,1,3,4,5,3,5,5,4,2,3,2,3,5,0,0,0,0,0
1,1,1,1,449,5,3,5,3,2,4,4,2,2,5,2,3,2,1,0,0,0,1,0
0,0,0,2,735,2,2,2,3,4,2,4,4,5,5,5,4,4,4,0,0,0,0,0
1,1,0,2,201,3,3,3,3,3,4,4,3,3,4,5,3,3,3,1,0,0,1,0
1,1,0,1,896,2,1,1,1,2,2,2,2,2,5,4,3,3,2,8,10,0,0,0
0,1,1,0,1009,3,5,3,3,4,3,4,4,3,3,5,4,4,4,26,27,0,0,0
0,0,0,0,156,2,5,2,4,1,2,1,1,3,5,1,2,5,1,0,0,0,0,0
0,1,1,0,483,3,1,3,4,5,3,5,5,4,5,4,5,5,5,5,0,0,0,0
0,1,1,1,641,3,5,3,1,5,3,5,5,3,2,5,5,5,5,7,0,0,0,0
0,1,1,0,1532,2,1,3,3,2,3,2,2,2,5,4,1,3,2,0,0,0,0,0
0,1,1,0,190,2,5,2,5,1,2,1,1,4,4,4,4,5,1,7,0,0,0,0
1,1,0,0,409,4,2,5,2,1,2,4,4,4,4,4,3,4,3,12,6,0,1,0
1,1,0,2,236,3,4,4,4,3,3,3,3,3,5,3,3,4,3,0,0,0,0,0
0,1,0,2,2539,4,4,4,4,2,4,4,5,5,5,5,4,5,3,10,3,0,1,0
0,1,1,0,931,5,5,5,3,4,5,4,4,4,4,5,5,4,4,0,4,0,1,0
1,0,0,2,1990,2,2,2,2,5,2,5,5,3,2,3,4,4,5,18,6,0,0,0
0,1,0,2,3298,3,3,3,3,2,4,5,3,3,3,3,4,3,5,0,0,0,1,0
1,1,0,2,482,2,2,2,2,5,4,5,4,4,4,4,5,4,4,9,0,0,1,0
0,1,1,1,1504,3,3,3,1,2,3,2,2,4,5,1,4,1,2,0,0,0,0,0
1,0,0,0,601,1,4,1,3,4,1,4,4,3,1,3,4,2,4,1,0,0,0,0
0,1,1,0,1990,2,4,2,4,1,2,1,1,3,3,3,2,4,1,0,0,0,0,0
0,1,0,2,1945,1,1,1,1,5,5,5,5,3,4,5,4,1,5,36,33,0,1,0
0,1,0,2,1688,2,2,3,2,3,4,4,4,4,4,4,3,4,5,32,28,0,1,0
0,1,0,2,3905,5,5,5,5,1,2,3,5,5,5,5,1,5,1,0,0,0,1,0
0,1,0,2,302,2,2,2,2,4,4,4,5,5,5,5,4,5,4,31,22,0,1,0
1,1,0,0,797,2,5,5,5,2,3,4,2,2,2,2,2,2,3,29,19,0,0,0
0,1,0,2,2615,5,5,5,5,2,3,5,4,4,4,4,3,4,3,0,0,0,1,0
0,1,1,1,770,1,5,1,4,4,1,4,4,5,3,4,5,5,4,22,17,0,0,0
0,1,0,0,587,1,2,1,1,1,1,1,1,1,3,3,4,4,1,35,18,0,0,0
1,1,1,1,1208,1,4,1,3,2,1,2,2,2,3,3,3,3,2,1,0,0,0,0
1,1,1,0,163,3,4,3,1,4,4,5,4,4,3,5,5,4,3,0,0,0,0,0
0,1,0,2,542,3,3,1,3,5,5,5,5,5,3,4,4,2,5,7,9,0,1,0
0,1,0,0,335,5,5,5,5,5,5,5,5,3,5,4,2,4,5,0,0,0,1,0
1,1,1,0,669,1,5,1,1,5,1,5,5,4,5,5,3,5,5,53,41,1,0,0
0,1,0,2,2579,2,4,4,4,2,3,2,2,3,1,3,4,4,2,0,0,0,0,0
0,1,0,2,2227,5,5,5,5,4,4,5,4,4,4,4,5,4,3,15,50,0,1,1
0,1,0,0,746,2,4,4,4,2,2,2,2,4,5,3,3,3,2,0,0,0,0,0
0,1,0,2,3712,4,4,4,4,5,3,4,4,4,3,4,1,4,4,0,0,0,0,0
1,1,0,2,134,3,5,5,5,3,3,3,3,3,2,3,2,3,3,79,70,1,0,1
0,1,1,0,1299,2,3,2,4,5,2,5,5,1,1,2,4,3,5,1,0,0,0,0
1,1,0,2,1862,2,5,5,5,3,1,2,2,2,2,2,2,2,3,31,30,0,0,0
0,1,0,0,269,4,3,3,3,4,4,4,4,5,2,2,4,3,4,0,0,0,1,0
1,1,0,2,936,1,1,1,1,2,4,3,3,3,4,3,5,3,1,17,3,0,1,0
0,0,0,0,118,1,3,1,4,3,1,3,3,2,5,4,1,3,3,0,5,0,0,0
0,1,0,0,1199,3,2,2,2,3,3,3,3,4,1,3,1,4,3,4,0,0,0,0
1,0,0,0,158,2,0,2,5,2,2,2,2,5,3,4,4,1,2,0,0,0,0,0
1,0,0,0,148,2,3,1,4,2,1,2,2,1,5,1,2,2,2,3,8,0,0,0
0,1,1,0,576,1,4,1,1,4,1,4,4,4,5,4,4,4,4,17,24,0,0,0
1,0,0,0,391,1,5,2,3,4,2,4,4,5,2,1,1,1,4,0,2,0,0,0
0,1,0,2,2711,5,5,3,5,4,5,4,4,4,4,4,4,4,4,5,18,0,1,0
1,0,0,2,314,3,3,3,3,5,3,1,5,3,3,5,5,5,5,0,0,0,0,0
0,1,1,0,282,4,5,4,1,5,4,5,5,2,1,4,3,5,5,0,0,0,1,0
1,1,0,2,1605,2,2,4,2,5,5,4,5,5,5,5,5,5,3,3,0,0,1,0
1,1,0,2,1825,4,1,1,1,4,2,3,4,4,3,4,3,4,1,6,0,0,0,0
1,1,0,2,3195,2,1,1,1,3,3,4,2,2,2,2,2,2,3,0,0,0,0,0
1,0,0,2,1303,2,2,2,3,5,2,5,5,3,2,4,3,4,5,0,0,0,0,0
1,1,0,2,785,1,1,1,1,4,5,5,4,3,5,4,5,3,5,247,286,1,1,1
0,1,1,0,624,3,5,3,4,2,3,2,2,5,3,3,4,5,2,7,17,0,0,0
0,0,0,0,1616,2,2,2,3,5,2,5,5,4,2,3,3,4,5,0,0,0,0,0
0,0,0,0,1546,2,2,2,1,2,2,2,2,3,4,5,4,4,2,0,0,0,0,0
0,1,0,0,1102,1,3,3,3,1,1,1,1,2,4,3,4,4,1,0,0,0,0,0
0,0,0,0,1407,4,4,4,4,5,4,5,5,3,2,4,5,4,5,14,22,0,1,0
1,1,1,2,300,2,4,3,3,5,5,4,1,1,3,1,4,1,3,0,0,0,0,0
1,1,0,2,1048,4,1,1,1,5,4,3,4,4,4,4,4,4,1,0,0,0,0,0
0,1,1,0,1020,2,1,1,2,5,1,5,5,1,3,2,1,3,5,0,0,0,0,0
0,1,0,0,308,1,2,2,2,1,1,1,1,3,5,3,1,3,1,13,12,0,0,0
1,1,0,2,2848,3,3,3,3,5,5,4,4,4,4,4,4,4,3,20,1,0,1,0
0,1,0,2,2903,0,3,0,4,1,1,2,4,4,5,5,3,4,3,13,0,0,1,0
1,1,0,2,500,5,5,5,5,3,5,4,5,5,5,5,3,5,4,0,0,0,1,0
0,0,0,2,806,4,4,4,5,2,4,2,2,4,2,5,5,4,2,0,0,0,1,0
0,1,0,2,2703,2,2,2,2,4,5,4,4,5,4,5,5,5,4,0,0,0,1,0
1,1,0,2,602,4,4,4,4,5,5,4,2,2,2,2,5,2,3,0,0,0,1,0
1,1,0,0,468,2,1,1,1,2,2,2,2,2,2,5,4,5,2,0,0,0,1,0
0,1,1,0,2454,3,4,2,3,5,2,5,5,4,3,4,1,4,5,0,0,0,0,0
0,1,0,2,989,1,1,1,1,5,4,4,4,4,4,4,3,4,5,0,0,0,1,0
1,0,0,0,1079,4,4,4,3,1,4,1,1,4,4,3,3,4,1,24,16,0,0,0
1,1,1,0,979,3,2,3,3,3,3,3,3,1,2,4,1,3,3,0,25,0,0,0
1,1,0,2,1908,2,2,2,2,2,5,4,5,5,4,5,3,5,4,0,0,0,1,0
1,1,1,0,1072,3,2,4,3,1,4,1,1,2,3,3,2,4,1,0,0,0,0,0
0,1,0,1,2475,2,5,5,5,2,2,4,2,1,3,3,2,4,2,48,77,1,0,1
0,1,1,0,2994,4,4,4,4,4,3,2,2,4,4,3,2,2,2,0,0,0,0,0
1,1,0,2,2119,2,2,2,2,5,1,3,4,4,4,4,5,4,4,0,0,0,1,0
0,1,0,2,3785,4,4,4,4,3,5,2,5,5,5,3,5,5,2,0,16,0,1,0
0,1,0,2,3336,5,5,5,5,2,4,4,5,5,5,5,4,5,3,0,0,0,1,0
1,0,0,2,1616,4,0,4,2,2,4,2,2,5,4,3,3,4,2,0,0,0,1,0
1,1,1,0,1096,1,5,1,4,5,4,2,5,5,1,5,4,5,3,0,0,0,0,0
0,1,0,2,620,3,1,4,1,3,2,2,3,3,3,3,1,3,3,13,0,0,0,0
0,1,1,1,343,4,5,4,2,2,4,2,2,3,4,4,4,4,2,0,0,0,1,0
0,1,1,0,328,3,4,3,3,5,3,5,5,4,3,4,3,4,5,0,0,0,0,0
0,1,1,1,1325,3,5,3,4,2,3,4,2,3,5,4,5,5,2,0,6,0,0,0
0,1,0,1,1400,5,2,2,2,5,5,5,5,4,2,2,5,2,5,0,0,0,1,0
1,1,0,2,2229,0,0,0,2,5,5,5,5,1,4,4,2,3,5,0,1,0,1,0
1,1,0,2,1635,2,2,2,2,4,4,4,5,2,5,4,4,3,4,145,122,1,1,1
0,1,0,2,761,1,1,1,1,4,4,5,4,4,4,4,5,4,4,10,1,0,1,0
0,1,0,2,356,1,1,1,1,5,5,4,4,4,5,4,4,4,4,60,41,1,1,0
1,1,0,2,1874,4,4,4,4,4,4,5,2,2,2,2,5,2,5,20,30,0,1,0
1,1,0,2,3240,1,1,1,1,2,4,5,4,4,4,4,4,4,3,12,2,0,1,0
0,1,0,1,907,1,1,1,1,1,1,1,1,1,4,4,2,3,1,3,0,0,0,0
0,0,0,1,817,2,0,2,1,5,2,4,5,2,5,1,2,5,5,0,5,0,0,0
1,0,0,0,622,4,0,4,3,5,4,5,5,4,2,3,1,4,5,75,61,1,0,1
0,1,0,2,843,3,2,2,2,3,3,3,3,2,3,4,1,4,3,0,0,0,0,0
1,1,0,2,1723,1,1,1,1,5,4,5,5,5,5,5,4,5,5,80,103,1,1,1
0,1,0,1,227,4,3,3,3,4,4,4,4,2,2,1,3,4,4,0,0,0,1,0
1,1,0,0,745,3,3,3,3,3,3,3,3,3,1,4,2,4,3,0,0,0,0,0
1,1,1,0,1616,4,4,4,3,1,4,4,1,3,4,4,4,4,1,2,0,0,0,0
0,1,1,0,342,1,5,1,2,2,1,2,2,3,4,5,5,5,2,4,0,0,0,0
0,1,0,2,2401,2,2,2,2,4,4,4,4,5,5,4,3,4,4,0,0,0,1,0
0,1,0,2,159,2,2,4,2,3,5,4,5,5,4,4,4,5,5,15,13,0,1,0
0,1,1,0,262,3,4,3,4,1,3,1,1,1,1,2,2,4,1,3,0,0,0,0
1,0,0,0,326,1,0,0,3,3,0,2,3,3,3,5,1,2,3,0,0,0,0,0
1,1,0,0,944,2,2,2,2,5,4,4,3,3,2,3,1,3,3,87,79,1,0,1
1,1,1,2,970,1,4,0,3,1,0,1,1,4,5,4,3,4,1,12,0,0,0,0
1,1,0,2,920,3,3,3,3,3,2,3,3,3,1,3,4,4,3,7,3,0,0,0
0,1,0,2,1440,5,5,5,5,4,4,4,4,5,2,5,5,5,4,8,9,0,1,0
0,1,0,2,1592,2,4,4,4,3,4,3,2,2,2,2,1,2,4,0,0,0,0,0
1,0,0,0,997,3,3,3,3,3,3,3,3,3,3,4,3,4,3,0,0,0,0,0
0,1,0,2,502,3,3,3,3,5,4,5,4,4,4,4,5,4,4,0,0,0,1,0
1,1,0,0,528,2,1,1,1,2,3,4,2,2,2,2,1,2,1,5,0,0,0,0
1,1,1,0,677,4,2,5,3,3,5,3,3,1,1,4,4,4,3,0,5,0,1,0
1,0,0,0,674,1,1,1,3,5,1,5,5,2,4,1,5,2,5,0,0,0,0,0
1,1,0,2,3424,3,3,3,3,3,4,4,3,3,3,3,2,3,4,0,0,0,0,0
0,1,1,0,391,3,4,3,1,2,3,2,2,5,2,5,3,5,2,68,77,1,0,1
1,1,0,2,209,4,4,4,4,4,1,5,5,5,4,4,4,5,2,0,0,0,1,0
0,1,0,0,227,3,5,5,5,3,3,3,3,3,3,3,1,3,3,42,34,0,0,0
0,1,1,0,1183,1,5,1,3,5,1,5,5,4,5,3,3,5,5,20,0,0,0,0
0,1,0,2,3151,3,2,3,3,5,5,5,5,3,3,4,1,1,5,2,15,0,1,0
0,1,0,2,2356,2,2,2,2,3,3,3,2,2,1,2,3,2,2,0,0,0,0,0
0,1,0,2,1235,2,2,2,2,5,4,5,2,2,2,2,3,2,5,8,0,0,1,0
1,0,0,2,147,2,2,2,1,2,2,2,2,3,4,5,5,5,2,0,0,0,0,0
0,1,0,2,409,2,2,2,2,3,4,5,4,4,4,4,4,4,3,18,6,0,1,0
0,1,1,0,1788,2,2,2,3,2,2,2,2,3,4,4,1,4,2,0,7,0,0,0
0,1,1,0,748,2,2,2,3,3,2,3,3,4,3,4,1,3,3,129,122,1,0,1
0,1,0,2,2106,1,1,1,1,3,5,5,4,4,4,4,5,4,4,5,0,0,1,0
0,1,0,2,2241,3,3,3,3,4,4,5,4,4,4,4,3,4,5,0,0,0,1,0
1,1,0,2,853,3,3,3,3,4,4,5,5,5,5,5,4,5,3,0,0,0,1,0
0,1,0,2,2957,5,5,5,5,2,5,4,4,4,4,5,5,4,5,45,44,1,1,0
1,0,0,2,190,4,4,4,1,1,4,1,1,4,3,4,5,4,1,0,0,0,1,0
1,0,0,0,337,0,0,0,3,5,0,5,5,2,4,2,2,2,5,0,0,0,1,0
0,1,0,2,2376,1,5,5,5,1,3,4,1,1,1,1,4,1,3,0,0,0,0,0
1,1,0,2,1919,3,1,1,1,4,3,3,3,3,2,3,4,3,2,100,80,1,0,1
0,1,1,0,337,2,4,2,2,5,2,5,5,2,2,5,4,3,5,0,0,0,0,0
1,1,0,2,1844,5,5,5,5,4,4,4,5,5,5,5,4,5,5,39,43,0,1,0
1,1,1,0,1205,4,1,4,3,4,3,3,1,1,4,1,4,1,2,0,0,0,0,0
0,0,0,2,550,3,4,4,2,2,4,2,2,5,2,4,4,4,2,0,0,0,0,0
0,1,0,2,3935,2,2,2,2,5,5,5,5,5,2,5,4,5,5,0,0,0,1,0
1,1,0,2,2979,4,4,4,4,4,4,4,5,5,5,5,1,5,4,0,0,0,1,0
0,1,1,1,1020,2,0,2,3,5,2,1,5,4,3,3,3,5,5,52,30,1,0,0
0,1,1,0,1136,5,4,5,3,1,5,1,1,4,2,3,3,4,1,0,28,0,1,0
1,1,1,2,651,4,2,4,3,3,3,3,2,2,4,2,4,2,3,0,0,0,0,0
0,0,0,2,164,3,2,2,5,4,2,4,4,3,3,4,3,4,4,0,31,0,0,0
0,1,0,2,802,4,4,4,4,4,5,5,5,5,5,5,4,5,4,0,0,0,1,0
1,1,1,0,919,2,4,2,2,5,2,5,5,4,4,3,2,5,5,0,0,0,0,0
1,1,0,2,3365,4,4,4,4,2,4,5,4,4,4,4,4,4,4,0,0,0,1,0
0,1,0,2,651,2,5,5,5,2,2,2,2,4,1,1,4,2,2,96,80,1,0,1
1,1,0,0,453,2,5,5,5,2,3,1,2,2,3,2,4,3,2,0,23,0,0,0
0,1,0,2,2450,3,3,3,3,4,2,2,3,3,3,3,2,3,4,12,0,0,0,0
0,1,0,2,3121,3,3,3,3,2,4,5,4,4,4,4,4,4,3,0,3,0,1,0
1,0,0,2,377,3,3,3,5,4,3,2,4,4,3,4,5,4,4,0,0,0,0,0
1,1,0,2,2993,2,2,2,2,1,3,4,2,2,2,2,3,2,4,9,24,0,0,0
